start_time,end_time,name,car_id,car_name,shots,shots_against,goals,goals_against,saves,assists,score,avg_distance_to_ball,avg_distance_to_ball_possession,avg_distance_to_ball_no_possession,avg_distance_to_mates,time_defensive_third,time_neutral_third,time_offensive_third,time_defensive_half,time_offensive_half,time_behind_ball,time_infront_ball,time_most_back,time_most_forward,goals_against_while_last_defender,time_closest_to_ball,time_farthest_from_ball,percent_defensive_third,percent_offensive_third,percent_neutral_third,percent_defensive_half,percent_offensive_half,percent_behind_ball,percent_infront_ball,percent_most_back,percent_most_forward,percent_closest_to_ball,percent_farthest_from_ball,mvp
0,345.90698,Stew,23,Octane,4,9,2,2,3,1,597,2878,2535,3305,3479,157.98,95.4,92.08,205.46,140.0,244.03,101.43,78.8,123.9,1.0,103.4,95.2,45.73033,26.654316,27.615355,59.47432,40.525673,70.63915,29.360853,24.02952,37.782455,31.53112,29.030586,True
0,434.556,Polux,1856,Jäger 619,2,9,1,3,2,1,470,2237,2009,2292,3068,262.33,105.68,64.41,320.89,111.52,310.31,122.1,211.9,202.1,2.0,232.9,181.1,60.665554,14.895243,24.439203,74.20966,25.790339,71.76291,28.23709,51.625008,49.237442,56.74122,44.12123,False
0,149.12271,IggyWiggy,23,Octane,0,1,0,0,0,2,176,3296,3264,3180,3680,79.57,28.26,41.03,95.09,53.77,120.97,27.88,53.2,44.6,0.0,43.1,60.7,53.452908,27.56281,18.98428,63.87881,36.12119,81.26973,18.730265,37.9783,31.83895,30.768131,43.332382,False
0,377.52408,Furry Wizard,403,Dominus,5,14,4,7,3,1,861,2241,2124,2322,3367,175.28,122.69,73.78,242.47,129.28,241.06,130.69,74.1,125.7,2.0,158.8,61.1,47.149967,19.846672,33.00336,65.22394,34.77606,64.84465,35.155346,21.700296,36.81143,46.504818,17.893227,False
0,330.357,Elias,1675,Ice Charger,2,12,0,5,1,1,350,2503,2563,2511,3381,195.46,85.21,46.08,247.73,79.01,240.18,86.56,166.4,159.6,1.0,183.5,143.4,59.819435,14.102525,26.078041,75.818695,24.181307,73.50799,26.492012,53.779774,51.582047,59.30642,46.346268,False
0,388.97,Jallex,22,Breakout,3,8,3,4,1,0,590,2303,2238,2339,2863,204.99,110.25,71.45,265.51,121.09,285.33,101.35,149.4,231.2,3.0,214.3,166.3,53.011456,18.477331,28.51121,68.67822,31.32178,73.789696,26.210304,41.608643,64.39035,59.68362,46.31538,False
0,409.191,Can't Fly,403,Dominus,4,5,3,5,0,1,730,3063,2889,3198,3726,210.9,109.99,80.67,270.91,130.54,302.31,99.25,196.5,201.1,3.0,187.9,209.7,52.520172,20.089153,27.390676,67.48287,32.51712,75.28389,24.716106,51.82372,53.036896,49.555607,55.305008,False
0,373.25055,Jay-510,4284,Fennec,1,6,0,2,1,2,210,2699,2863,2582,3118,203.82,88.46,80.49,242.62,130.14,297.25,75.51,113.7,106.0,1.0,123.7,101.1,54.677147,21.592403,23.730452,65.087456,34.912544,79.743,20.257002,32.563866,30.358574,35.427883,28.955206,False
0,216.791,[huiTre] tMd^,1568,Octane ZSR,2,4,1,0,1,1,360,2791,2400,3181,3636,94.93,75.32,46.09,138.55,77.79,148.1,68.23,100.9,109.3,0.0,97.0,113.3,43.880005,21.304428,34.815567,64.04271,35.95729,68.46022,31.539778,49.265175,53.366535,47.36097,55.319565,False
0,330.357,Indici,403,Dominus,2,12,2,5,4,0,730,2878,2659,3101,3381,183.66,76.4,66.56,220.83,105.8,230.59,96.04,168.2,158.7,4.0,134.8,191.3,56.230484,20.378422,23.391096,67.608604,32.39139,70.596695,29.4033,54.361526,51.29117,43.566788,61.827347,False
0,272.3191,Rustled Jimmies,23,Octane,2,1,2,0,1,0,370,2994,2954,3034,3912,83.0,104.9,84.1,131.1,140.9,192.82,79.18,69.2,112.0,0.0,99.8,85.4,30.514706,30.919117,38.566177,48.198532,51.801468,70.88971,29.110294,26.27582,42.52734,37.894897,32.427097,True
0,362.323,Can't Fly,403,Dominus,3,4,2,2,0,2,760,2614,2929,2227,3423,158.19,119.27,84.15,217.96,143.65,281.13,80.48,186.5,164.5,2.0,200.4,150.4,43.746025,23.270927,32.983047,60.274883,39.725117,77.74397,22.256021,54.645607,48.19948,58.71839,44.068092,True
0,173.97006,Sacrifice,23,Octane,1,4,0,4,0,1,150,2249,2006,2387,3291,81.83,56.52,35.08,108.61,64.75,120.72,52.71,73.6,83.0,4.0,93.1,63.5,47.1833,20.227182,32.589516,62.649975,37.35002,69.60734,30.392668,46.283485,52.19469,58.546093,39.932083,False
0,423.381,[huiTre] tMd^,1568,Octane ZSR,2,6,2,5,0,1,560,3230,3473,2980,3812,230.49,118.93,63.64,306.72,106.28,320.49,92.58,235.1,181.0,3.0,196.2,220.2,55.80061,15.406962,28.792427,74.26634,25.733656,77.58733,22.412666,61.180943,47.1023,51.05785,57.30346,False
0,173.97006,Can't Fly,403,Dominus,2,4,1,4,0,0,260,3021,2937,3278,3291,89.3,57.71,26.42,120.56,52.87,133.47,39.97,86.0,73.9,0.0,63.7,96.2,51.490517,15.233812,33.275673,69.51508,30.484922,76.95457,23.045433,54.081245,46.47214,40.057854,60.495533,False
0,355.1838,Bay II,23,Octane,2,6,0,1,1,2,314,2884,2922,2889,4052,141.33,96.92,109.36,189.14,158.47,254.57,93.04,103.2,130.6,0.0,130.8,94.2,40.657635,31.460546,27.881823,54.411556,45.588448,73.23437,26.765627,30.608612,38.73532,38.794636,27.939257,False
0,361.873,Can't Fly,403,Dominus,3,8,1,5,0,0,560,2486,2221,2731,3682,188.98,109.95,62.22,245.13,116.01,233.9,127.25,169.7,185.8,4.0,201.4,154.2,52.32729,17.228298,30.444414,67.876724,32.123276,64.765335,35.23467,49.79314,54.51718,59.09451,45.24515,False
0,388.99002,Cootie Queen,4284,Fennec,3,11,1,5,2,2,486,2916,2674,3103,3656,211.57,109.34,67.38,267.91,120.38,287.92,100.36,130.1,121.3,2.0,125.3,122.6,54.487625,17.353008,28.159365,68.9974,31.0026,74.15267,25.847324,35.94717,33.515694,34.62091,33.87489,False
0,356.38153,K2 alter.,23,Octane,3,16,2,2,5,1,752,2684,2621,2764,3627,178.54,108.25,64.41,240.81,110.4,236.51,114.69,92.7,137.5,1.0,139.7,102.0,50.837128,18.339977,30.822891,68.56582,31.434185,67.34339,32.656605,27.400093,40.641994,41.292267,30.148972,True
0,352.95975,Dsife,23,Octane,3,8,0,2,2,3,371,3378,3099,3623,3856,156.94,111.23,78.53,202.63,144.08,256.2,90.51,124.9,107.8,0.0,98.6,133.3,45.2668,22.650705,32.082493,58.443653,41.556343,73.89461,26.105389,37.291374,32.18583,29.438988,39.799362,False
0,356.36224,GrabAndTwistIt,23,Octane,0,16,0,2,2,1,327,3030,3165,2848,3724,204.59,91.54,50.26,254.12,92.26,257.56,88.83,134.4,105.0,1.0,110.0,130.4,59.063484,14.509658,26.42686,73.36451,26.635487,74.35549,25.644505,39.7257,31.035706,32.513596,38.54339,False
0,286.44867,Master P. p%_o%,23,Octane,5,2,1,0,1,1,530,2801,2509,3068,3433,151.11,69.61,62.4,179.4,103.73,218.67,64.46,161.0,121.6,0.0,116.7,165.9,53.37313,22.040125,24.586748,63.363117,36.63688,77.23307,22.766926,58.664917,44.30841,42.522957,60.45037,False
0,364.662,Darkiii,1018,Dominus GT,4,5,3,3,1,0,790,2576,2544,2619,3581,165.58,127.09,71.26,242.92,120.9,265.34,98.59,168.3,184.0,3.0,174.8,177.4,45.49776,19.580688,34.92155,66.76928,33.230717,72.90963,27.090376,48.987076,53.556877,50.879032,51.635815,True
0,350.55035,Cuzz,23,Octane,0,7,0,4,2,0,164,3029,3480,2732,3517,196.51,99.63,47.88,247.98,96.03,266.99,77.03,103.3,88.8,3.0,103.2,102.3,57.12168,13.917796,28.960527,72.08511,27.914885,77.608864,22.39114,31.059263,26.699541,31.029196,30.758593,False
0,290.97583,Incoming!,4284,Fennec,5,3,3,1,0,2,641,2802,2656,3067,3637,101.05,113.34,71.41,155.44,130.35,226.84,58.95,85.9,85.4,0.0,95.9,90.5,35.356895,24.986008,39.657104,54.389584,45.610416,79.37296,20.627033,31.467506,31.284342,35.13078,33.15261,True
0,402.9959,[huiTre] tMd^,1568,Octane ZSR,6,3,3,3,0,2,740,2939,2811,3121,3618,191.88,133.38,76.75,266.88,135.07,294.57,107.44,202.4,183.5,1.0,170.8,215.3,47.730156,19.091564,33.17828,66.39632,33.603683,73.27429,26.725702,54.277287,49.208904,45.803165,57.73666,False
0,287.2518,Tshega   ,23,Octane,1,7,0,0,0,2,182,3390,3595,3129,3947,144.11,104.49,38.31,197.51,89.4,210.34,76.57,92.4,86.1,0.0,83.7,109.1,50.228294,13.35262,36.419086,68.8404,31.159597,73.31219,26.68781,33.573143,31.284063,30.412033,39.641014,False
0,133.72987,IVI ac,30,Merc,3,3,2,0,0,0,280,3086,3338,2886,3380,63.22,42.25,28.01,81.2,52.28,109.63,23.85,61.0,32.9,0.0,36.7,56.7,47.362896,20.984415,31.65268,60.83308,39.166916,82.13216,17.867846,48.917404,26.383322,29.430634,45.469128,True
0,373.58768,GS1818,23,Octane,4,4,0,0,3,0,440,2760,2556,2869,3885,175.56,123.65,71.17,239.02,131.37,271.94,98.45,132.3,109.3,0.0,134.0,111.1,47.399967,19.2154,33.384632,64.531975,35.468018,73.41991,26.58009,35.995106,29.737452,36.457626,30.22718,True
0,356.25006,GrabAndTwistIt,23,Octane,0,16,0,2,2,1,327,3031,3167,2854,3730,204.47,91.2,50.4,253.86,92.22,257.01,89.07,136.4,106.1,1.0,109.2,130.8,59.08342,14.563527,26.35305,73.35298,26.647017,74.263176,25.736822,40.32997,31.371042,32.287632,38.6742,False
0,473.8026,Kitto farmskins.com,23,Octane,4,7,3,3,3,1,1180,2326,1995,2780,3317,193.84,136.08,136.81,263.1,203.64,335.58,131.15,183.7,270.5,0.0,256.6,197.7,41.53151,29.312452,29.156044,56.369713,43.630287,71.900246,28.099756,40.836742,60.132492,57.042503,43.94896,True
0,318.79294,XxExRICHxX,23,Octane,3,3,1,0,2,0,443,2901,2856,2979,3914,156.72,86.29,72.67,198.28,117.4,256.27,59.41,148.9,84.0,0.0,113.5,117.3,49.64521,23.020147,27.334642,62.810444,37.18956,81.180305,18.81969,47.608387,26.857653,36.289806,37.504795,True
0,220.617,Can't Fly,403,Dominus,2,4,0,4,0,0,180,3087,2910,3218,3759,112.33,53.01,51.73,141.11,75.96,150.74,66.33,106.6,101.1,3.0,96.8,110.7,51.748287,23.831022,24.420694,65.006676,34.99332,69.44304,30.556963,51.10259,48.46596,46.404602,53.06807,False
0,283.833,Red Dragons | OneFist,23,Octane,4,6,0,4,1,0,410,2294,1975,2450,3138,131.05,72.08,79.81,172.79,110.16,187.56,95.39,126.6,149.7,2.0,156.8,119.4,46.31724,28.207394,25.475365,61.067326,38.93267,66.28733,33.71267,46.57837,55.077267,57.68948,43.929363,False
0,361.56775,Benjyfreestyle,23,Octane,2,10,1,4,1,0,292,2900,3006,2841,3816,182.4,102.89,75.71,230.78,130.22,235.44,125.56,115.7,125.8,3.0,124.3,105.4,50.526318,20.9723,28.501385,63.92798,36.07202,65.218834,34.781162,33.972458,36.938072,36.497635,30.948116,False
0,133.72987,I love kids - Joe BIden,4284,Fennec,0,3,0,0,1,0,137,2142,2334,1988,3235,60.17,33.1,39.52,76.62,56.17,97.68,35.11,38.9,47.3,0.0,52.5,23.9,45.312145,29.761274,24.926573,57.700127,42.29987,73.55975,26.440243,31.19487,37.931034,42.101044,19.165998,False
0,398.92407,Vrixxz_,23,Octane,5,6,1,1,2,0,428,2920,2730,3096,3831,172.16,124.93,99.61,239.28,157.43,308.05,88.65,178.8,106.9,0.0,117.5,179.4,43.398033,25.109653,31.492311,60.3161,39.6839,77.65314,22.346863,46.213493,27.629879,30.369604,46.368572,True
0,354.79404,Keldrilh,23,Octane,4,6,1,3,3,1,471,2845,2788,2929,3390,157.92,92.47,104.2,207.19,147.4,244.09,110.5,108.0,117.8,1.0,120.3,110.7,44.535942,29.386051,26.078007,58.430866,41.569134,68.83725,31.162752,32.068413,34.978325,35.72065,32.870125,False
0,357.79004,[Redacted],4284,Fennec,2,7,0,2,0,0,142,3340,3162,3606,3879,160.42,136.17,60.86,229.23,128.21,252.84,104.6,127.7,121.8,0.0,84.2,148.3,44.879,17.026157,38.094837,64.13104,35.86896,70.73634,29.263653,37.582035,35.84567,24.78001,43.644604,False
0,315.94885,Synth,2269,'99 Nissan Skyline GT-R R34,4,9,0,4,0,1,226,2480,2475,2458,3614,131.95,98.92,81.63,181.13,131.36,210.94,101.55,82.8,115.9,2.0,130.1,78.6,42.224,26.1216,31.6544,57.963455,42.036545,67.50296,32.49704,27.507391,38.503704,43.221157,26.11209,False
0,338.725,PYzoom,1856,Jäger 619,3,5,2,1,3,0,820,2011,2174,1820,3051,197.88,81.0,59.4,241.08,97.2,256.55,81.73,154.2,190.4,1.0,219.1,125.6,58.495922,17.559418,23.944662,71.2664,28.733593,75.83954,24.16046,47.20649,58.28869,67.07485,38.450943,True
0,338.725,"RedDestroyer""!",2269,'99 Nissan Skyline GT-R R34,1,5,0,1,1,1,250,2960,2736,3160,3051,203.6,87.66,44.04,248.6,86.7,253.36,81.94,188.1,146.4,0.0,117.7,216.7,60.721737,13.134505,26.143751,74.14256,25.857443,75.56219,24.437819,57.58457,44.81861,36.03245,66.34012,False
0,381.599,[huiTre] tMd^,1568,Octane ZSR,5,10,2,5,2,1,620,2640,2559,2717,3361,224.39,101.77,52.96,284.74,94.37,247.68,131.44,173.6,197.7,3.0,193.8,177.5,59.187065,13.969192,26.843744,75.10749,24.892513,65.33024,34.66976,48.946907,55.741955,54.64234,50.04652,False
0,383.117,[huiTre] tMd^,1568,Octane ZSR,3,5,1,3,0,3,540,3003,2950,3021,3442,151.24,115.67,115.2,205.62,176.35,271.03,111.09,172.4,196.2,1.0,136.9,231.7,39.58023,30.148388,30.271389,53.83145,46.16855,70.92798,29.07202,48.820545,55.560276,38.76759,65.61323,False
0,244.90453,-   !^,607,Grog,2,5,1,4,1,0,350,2901,2809,3021,3995,116.74,89.93,37.64,167.58,76.73,182.14,62.17,128.1,107.4,2.0,127.6,107.9,47.783554,15.406655,36.80979,68.59318,31.406822,74.552826,25.447178,55.732002,46.726124,55.514465,46.943657,False
0,361.26,RoyTheGoose,23,Octane,1,7,0,4,1,1,320,2603,2236,2939,3391,195.76,88.08,73.53,236.62,120.74,230.84,126.52,191.6,167.7,1.0,159.5,199.8,54.77796,20.575314,24.646725,66.21335,33.78666,64.59593,35.404076,56.30988,49.28584,46.875916,58.7198,False
0,381.599,Can't Fly,403,Dominus,2,10,1,5,1,1,540,2753,2481,2966,3361,222.22,102.77,52.67,276.91,100.75,262.84,114.82,199.7,175.6,2.0,178.3,197.0,58.841286,13.946406,27.212307,73.32256,26.677435,69.59699,30.403008,56.30586,49.51081,50.272083,55.54459,False
0,485.046,Gnutten,23,Octane,6,9,4,7,0,1,1020,2717,2481,3032,3112,222.74,148.01,106.64,305.64,171.41,346.4,130.99,243.0,229.7,2.0,218.3,254.5,46.657867,22.338129,31.003998,64.068756,35.931244,72.56122,27.438784,54.50508,51.52188,48.964855,57.08454,False
0,254.10706,I love kids - Joe BIden,4284,Fennec,0,8,0,5,1,0,102,2624,2541,2657,3473,136.48,63.77,51.11,171.35,80.0,150.61,100.74,70.0,89.7,2.0,91.9,73.9,54.296627,20.333385,25.369987,68.17187,31.828127,59.92043,40.07957,29.276453,37.515682,38.4358,30.90757,False
0,344.22693,[huiTre] tMd^,1568,Octane ZSR,3,6,1,3,1,0,350,2676,2438,2908,3312,158.26,123.38,59.12,222.97,117.72,236.2,104.56,182.2,160.6,2.0,142.2,200.5,46.443245,17.349455,36.207302,65.446594,34.553406,69.31564,30.684351,55.351337,48.78938,43.199562,60.910774,False
0,362.302,35 yr old Struggles,23,Octane,0,8,1,5,0,0,256,3552,3459,3671,3930,189.5,92.8,78.58,238.9,121.98,257.47,103.41,122.4,120.1,1.0,106.0,134.7,52.51053,21.774551,25.714918,66.19929,33.80071,71.34505,28.654955,35.86603,35.192078,31.060452,39.470215,False
0,391.20618,Metaellihead,5361,,2,9,0,5,3,0,382,2913,2536,3183,3678,224.78,105.33,60.23,285.72,104.61,289.07,101.26,109.6,117.0,0.0,138.6,102.2,57.58569,15.430137,26.984165,73.1996,26.800398,74.057846,25.94215,30.354225,32.403687,38.38591,28.30476,False
0,293.947,Can't Fly,403,Dominus,3,8,3,1,1,0,780,2505,2356,2657,3135,155.25,93.07,45.31,200.72,92.92,238.13,55.51,156.1,130.6,0.0,141.7,145.0,52.87266,15.4309845,31.696352,68.355804,31.644188,81.095894,18.904099,55.364426,46.32027,50.257137,51.427555,True
0,340.16,3RS Agnese,403,Dominus,0,2,0,2,0,0,140,2920,3205,2699,3773,185.04,102.65,52.03,244.26,95.46,229.52,110.21,177.8,169.7,0.0,154.7,192.3,54.468384,15.315554,30.21606,71.90039,28.099611,67.55953,32.440468,54.187492,51.718884,47.147385,58.60661,False
0,190.14224,`W0D0000,23,Octane,6,3,4,1,2,0,664,3882,3987,3873,4316,92.08,69.93,27.16,131.8,57.38,170.53,18.65,68.5,53.2,0.0,58.6,68.9,48.675793,14.357455,36.966747,69.6691,30.3309,90.14167,9.858336,39.7955,30.906872,34.044037,40.027885,True
0,387.361,Da9,28,X-Devil,4,5,2,4,1,2,620,2895,2962,2757,3363,225.69,97.4,62.43,282.31,103.21,314.56,70.96,222.6,148.2,3.0,164.7,205.9,58.54171,16.193712,25.264578,73.22837,26.771633,81.5937,18.40631,62.831657,41.83132,46.488655,58.117874,False
0,307.62936,Bagelz,23,Octane,5,4,2,1,1,1,418,3009,3221,2864,3709,127.39,98.89,74.7,179.47,121.51,230.37,70.6,105.3,73.3,1.0,90.2,95.9,42.325073,24.818924,32.856007,59.628544,40.371452,76.54251,23.457487,36.35673,25.308153,31.143183,33.11121,False
0,360.446,[huiTre] tMd^,1568,Octane ZSR,1,6,2,2,2,1,660,2946,2460,3370,3693,170.14,116.0,70.74,230.03,126.85,274.63,82.26,205.3,153.4,1.0,166.3,192.2,47.674286,19.821789,32.50392,64.45584,35.54416,76.950874,23.049118,59.945103,44.79093,48.55758,56.120064,True
0,253.95894,DesolationObr,23,Octane,3,3,2,0,2,0,680,2902,2713,3067,4010,97.44,83.62,69.5,134.6,115.96,202.02,48.54,115.3,133.5,0.0,124.3,124.6,38.88889,27.737867,33.373245,53.719673,46.28033,80.627396,19.372606,47.065067,54.494244,50.73884,50.861294,True
0,467.60797,moss-ban,4770,Dominus,4,11,1,4,2,0,469,2895,2838,2988,3785,216.9,140.79,107.98,283.85,181.83,335.92,129.75,142.7,146.0,1.0,161.6,130.2,46.57805,23.188095,30.233856,60.953876,39.046127,72.13692,27.86308,32.16427,32.90808,36.42429,29.346796,False
0,282.19547,Verstappen,23,Octane,4,8,0,3,0,0,106,2979,2884,3006,3851,105.85,98.72,71.41,158.61,117.37,175.15,100.83,84.4,107.6,1.0,83.9,98.4,38.354225,25.875065,35.770706,57.471554,42.528442,63.46475,36.53526,30.902168,39.396603,30.719099,36.028122,False
0,450.56696,jslps.,23,Octane,2,13,1,4,3,1,444,3240,3438,3024,3696,249.77,106.66,88.02,311.36,133.09,343.02,101.43,223.9,99.6,0.0,104.7,197.8,56.197544,19.804253,23.9982,70.05512,29.944878,77.178535,22.821466,52.11704,23.183819,24.370941,46.04176,False
0,362.87827,Metaellihead,5361,,3,6,2,2,0,0,298,2732,2728,2721,3616,180.25,107.56,68.87,228.31,128.36,281.81,74.86,139.5,102.6,1.0,114.2,95.8,50.535496,19.308626,30.155882,64.01155,35.98845,79.01141,20.98859,40.80021,30.007896,33.4006,28.01907,False
0,372.4485,dellis1443,23,Octane,1,5,0,4,0,1,152,3205,3043,3429,3874,187.24,111.69,71.87,246.75,124.06,259.48,111.33,133.6,116.0,1.0,114.6,128.2,50.496223,19.382418,30.121357,66.54351,33.456486,69.97655,30.023462,38.34343,33.2922,32.890396,36.793617,False
0,361.56775,Que_Importa,4284,Fennec,2,10,1,4,2,0,377,2969,2866,3042,3589,189.93,108.47,62.58,244.43,116.54,236.98,123.99,98.6,110.4,1.0,116.2,92.2,52.615105,17.336142,30.048758,67.71477,32.285233,65.65089,34.349113,28.951464,32.416245,34.11927,27.07226,False
0,331.956,Tiko,23,Octane,3,5,0,4,0,2,460,2203,2069,2299,3267,129.95,105.54,94.94,180.23,150.02,230.45,99.98,130.2,186.3,3.0,186.4,130.1,39.327545,28.732258,31.940199,54.573807,45.426193,69.74246,30.257544,41.470253,59.33877,59.37062,41.438404,False
0,389.64664,Chim,1624,Endo,3,4,3,3,0,0,419,3637,3475,3909,4040,176.46,137.32,73.15,266.88,120.05,286.3,100.63,120.2,141.6,2.0,107.0,138.5,45.605145,18.905228,35.489624,68.97372,31.026285,73.99271,26.007288,33.431606,39.38366,29.760248,38.521442,False
0,287.89923,Washed Krusty,23,Octane,1,7,1,5,0,0,186,3243,2996,3462,3665,119.47,119.78,48.06,183.58,103.72,175.35,111.95,77.4,96.2,1.0,76.7,108.9,41.582264,16.727577,41.690163,63.898365,36.10164,61.033764,38.96624,28.677288,35.64283,28.41793,40.348278,False
0,334.03836,wlkrtheslow,23,Octane,2,7,1,2,0,0,194,2814,2699,2926,3418,186.93,97.69,45.9,236.54,93.99,192.02,138.51,98.6,121.3,2.0,95.1,131.7,56.556335,13.887209,29.556458,71.56385,28.436148,58.094574,41.905422,30.624924,37.675488,29.537832,40.905704,False
0,363.54257,pandy,23,Octane,5,4,2,2,1,2,522,2856,2967,2821,3739,159.32,131.2,72.73,223.04,140.21,284.53,78.71,130.9,97.5,1.0,134.4,107.5,43.859604,20.022024,36.118374,61.401237,38.598763,78.33113,21.668869,38.22567,28.472141,39.24775,31.39236,False
0,269.8787,scarab better,4284,Fennec,4,2,1,0,0,1,302,2913,2875,2906,3650,106.27,103.73,59.65,158.33,111.33,201.39,68.26,93.9,99.8,0.0,73.9,102.7,39.410347,22.12127,38.468388,58.714676,41.28532,74.68571,25.314297,36.00322,38.265404,28.334803,39.377323,False
0,361.57324,UncB91,23,Octane,3,8,1,3,1,1,327,3246,3086,3412,3858,195.77,98.91,66.44,257.84,103.28,246.54,114.58,103.9,127.2,1.0,105.9,119.9,54.21189,18.398315,27.389786,71.40009,28.599913,68.270935,31.729065,30.24393,37.026257,30.826103,34.90132,False
0,383.26633,Ziaros,23,Octane,2,12,0,3,4,1,490,2665,2614,2716,3566,221.89,96.43,56.45,274.35,100.41,283.53,91.23,142.3,84.3,1.0,131.4,105.7,59.20698,15.0625725,25.73045,73.20685,26.793146,75.65642,24.343578,38.97135,23.087034,35.986195,28.9478,False
0,321.07336,Can't Fly,403,Dominus,3,3,2,1,0,1,670,2575,2101,3018,3556,151.11,104.79,61.73,206.63,111.0,238.6,79.03,149.6,166.3,0.0,172.4,143.5,47.574223,19.434563,32.991215,65.05368,34.94632,75.11885,24.881151,48.397015,53.79962,55.77303,46.423607,True
0,377.93643,Furry Wizard,403,Dominus,5,14,4,7,3,1,861,2239,2129,2319,3365,175.3,123.11,73.71,242.73,129.39,241.5,130.62,73.1,124.6,2.0,157.7,58.5,47.10846,19.808126,33.083416,65.22896,34.77104,64.89842,35.10158,21.386776,36.454067,46.138096,17.115273,False
0,346.856,SOAR LYNX6890,4284,Fennec,0,9,0,3,1,0,222,2594,2384,2779,3350,167.72,111.98,66.86,230.9,115.66,228.99,117.57,95.9,130.9,1.0,131.9,99.4,48.39566,19.292475,32.311867,66.62627,33.37373,66.07514,33.924862,28.89947,39.44672,39.74807,29.954195,False
0,339.35962,boy alex,23,Octane,3,6,1,1,0,0,254,2924,2849,3007,3857,126.76,102.74,103.5,179.89,153.12,242.01,91.0,110.9,116.8,0.0,102.0,116.1,38.066067,31.081081,30.852854,54.019398,45.9806,72.67349,27.326506,33.880184,35.682648,31.161215,35.468796,False
0,325.88165,marc,4284,Fennec,2,4,1,0,0,0,222,2795,2690,2958,3589,119.32,108.55,91.85,177.57,142.16,217.7,102.02,101.1,112.6,0.0,110.9,107.2,37.320156,28.728262,33.951584,55.537483,44.462513,68.09083,31.90917,31.909859,35.539566,35.003,33.835182,False
0,363.75015,R E D,23,Octane,5,4,2,2,2,2,564,2937,2906,2935,3779,148.6,121.25,91.88,209.66,152.07,267.91,93.82,106.9,118.1,1.0,107.9,113.7,41.080364,25.40016,33.519474,57.960354,42.039646,74.06352,25.936472,31.197105,34.465652,31.48894,33.18158,True
0,318.79294,DARGE4,1568,Octane ZSR,0,3,0,0,0,1,120,2929,2790,3072,3732,128.3,105.44,84.98,175.81,142.91,218.83,99.89,85.4,115.1,0.0,85.4,100.5,40.25477,26.6629,33.08233,55.16127,44.83873,68.65901,31.340988,27.30528,36.80138,27.30528,32.133263,False
0,327.70993,HulkFarts,23,Octane,1,7,0,2,1,0,187,3102,3117,3075,3653,155.99,86.37,77.38,196.53,123.2,216.1,103.64,108.6,106.7,0.0,89.4,123.6,48.78652,24.200912,27.012573,61.46749,38.532513,67.58617,32.413837,34.082348,33.486065,28.05674,38.789856,False
0,336.51965,Clay,23,Octane,4,7,1,1,1,1,386,3091,3221,2950,3855,156.93,102.24,71.01,208.22,121.96,214.97,115.21,96.9,128.8,0.0,100.8,119.6,47.528618,21.50645,30.96493,63.062572,36.937428,65.10691,34.89309,29.860405,39.69061,31.062216,36.855564,False
0,386.92154,Turtle,23,Octane,3,11,1,5,2,0,369,3208,3025,3351,3601,230.35,98.46,51.32,287.1,93.03,267.44,112.69,133.4,102.4,3.0,93.5,133.4,60.59769,13.500645,25.901665,75.526794,24.473206,70.35488,29.64512,37.06482,28.451557,25.978716,37.06482,False
0,290.97583,!Comingin,23,Octane,6,3,1,1,1,0,312,3045,3307,2573,3697,106.99,103.21,77.12,162.59,124.73,220.31,67.01,99.2,90.4,1.0,88.8,84.4,37.237225,26.841154,35.92162,56.58847,43.411526,76.67757,23.322428,36.339657,33.11598,32.529854,30.918015,False
0,335.72604,nirvana,23,Octane,1,10,0,2,1,1,278,2737,2746,2737,3628,159.76,98.11,76.29,211.04,123.12,215.5,118.66,93.1,124.7,0.0,107.2,120.9,47.809433,22.830383,29.36019,63.155373,36.844624,64.49007,35.509933,28.762087,38.524513,33.118107,37.35055,False
0,376.632,Cameronias,1883,Imperator DT5,2,10,2,3,2,0,550,3568,3659,3362,3883,235.42,90.44,47.73,286.02,87.56,297.55,76.03,214.4,152.8,1.0,144.1,223.3,63.015606,12.776038,24.208357,76.56191,23.438086,79.64826,20.351732,60.822697,43.34752,40.879436,63.34752,False
0,366.94836,Chillin,23,Octane,2,11,0,3,3,0,368,2376,2184,2552,3479,213.09,105.09,47.29,273.25,92.22,256.48,108.99,96.6,118.4,0.0,122.1,88.8,58.305744,12.939503,28.754753,74.76674,25.233261,70.17813,29.821873,27.92876,34.231525,35.30126,25.673643,False
0,364.662,SmuuDenG,1159,X-Devil Mk2,2,5,1,3,0,2,440,2871,3001,2588,3581,176.66,136.03,50.55,250.1,113.14,278.75,84.48,193.1,162.2,0.0,172.2,183.2,48.634514,13.916419,37.44907,68.852554,31.147451,76.742004,23.25799,56.205612,47.21155,50.12225,53.32402,False
0,339.44305,Miles Sanders,23,Octane,1,4,0,0,1,2,265,3016,3119,2942,3478,198.13,91.33,49.62,246.12,92.96,252.22,86.87,130.3,96.2,0.0,96.8,111.4,58.431637,14.633714,26.934645,72.58464,27.41536,74.38143,25.618568,39.79355,29.379429,29.562668,34.0215,False
